0x012d7f966c76d5b2f0e52965c1cebdecd8707d14,960300
0x01cb9c83aec45b7cf6dd5ae6fe0ceb614bbdce70,2821.410006
0x03e84422f45d77ff686f064f5be654e44518924f,960300
0x04c41d816200ff756f0418eaf465f12948449009,960300
0x057128379d8bc6e5ebce483175a4e56c5ae00f69,145079.2758
0x082c4e03bebfd4bafac4084e14a8f5fa3e1fcb6e,25082.91264
0x09c40ae339ae6bcf0064340d98edaf1a1b48d38b,960300
0x09fad0d8034b7974b2bb54d6537b7487685f3f0b,354977.2012
0x101745af21d0f0fa93f1758f38c252a1175b9941,54272.03534
0x108868d7df7935495235f0a3bd78ffbc39286a07,30598.08666
0x10d8e40497726be338a50b934ec0463dbdcdfdd1,240982.5256
0x11ddd59c33c73c44733b4123a86ea5ce57f6e854,1.00E-18
0x14c0fb49031fc9448372cf5819ecc806bad40624,8885.800433
0x14f9818d53563eaccdba99b221ec393fda9aa80e,217675.6303
0x154ee54e9fd518baa94754d04edeea7b0cc55015,970000
0x15719d37d81a0a490af6b143ffb3c84613d77a7b,41168.91055
0x175b0249a6d700375f3ab01ddf9f888428d9d991,646689.0153
0x17b39ec27f9929e19942f78c80488e6716abb266,131191.9297
0x1ae4b99e6f297b5fc2db8e41957c52e9ccb75be2,27733.32639
0x1aee7b80ad212c9810952aa75bb66535291ac6e3,54689.22343
0x1bc5cf80f308518f000dde4c8f8139268aa014db,1.00E-18
0x1cd7cb7921b552a1aee548b2062eea410b81e4ca,54234.26618
0x1d265bab26261c80392f8d3ece3e0be31dbdd5bf,964437.6806
0x1db9a9dfe480c9a9cc1093f06810c02a80c568a5,220623.9196
0x1f2605804dee7e7257bc109a43c537a051a23a39,960300
0x22898fc11e97debe122d0fb83274f0692b5f6d33,585535.2046
0x23e5a5ef27c4a467fad739e2344e6d9149a8672c,90369.54178
0x24780aa34ee4e1ea68321f06d92a0df31a578e85,960300
0x24bb69f3b1009e79b4fdbd93180cda6c62d46ff2,2978.949326
0x268dec53b71a2e688638419e9a0fc6204cd716ef,54872.11217
0x29731f012a8efcc77c533ca83e2809bb3a80f8c6,148412.3858
0x2a5b68725c98d9535a6283f060869280ee92c6f4,960300
0x2a9b047b4d18002d6dcef366a260a2102348fbc7,0.9897691899
0x2cd75b0b86c467d3488306ee3bb4fc92cc4db81c,134116.0371
0x2f595bca7d2202f514950519be0c98d2cb930bee,970000
0x2f8e67afef92442f6783501ad220c17cfc1af8b4,960300
0x30e6af7673f9f2acf180fc8c4c7c3237acc5cd0e,960300
0x32902b9f06c0d4372d3e446624585a55324bb1b2,437980.5724
0x33922d8ee4b3049c9784d6b5d8f397f481b98802,6211.834115
0x350df34fa0fa3fa0223eecd163c86c3056755147,970000
0x3550b2c5cba617e9e26199e69abc46b185d045bd,128548.9986
0x38e482f50fe3c96626bcbe1ff2ed670b196ce738,181750.0054
0x39847e7c4a5ddc7ef5766f1c0f13070332afe726,55055.92031
